audio_id,name,instrument,technique,duration,pitch,pitch_id,dynamics,dynamics_id,instance_id,string_id
58,violoncello_ord_C#4_pp_058.wav,Violoncello,ordinario,7.604,C#4,61,pp,0,1,2.0
59,violoncello_ord_C#4_pp_059.wav,Violoncello,ordinario,7.196,C#4,61,pp,0,2,3.0
60,violoncello_ord_D4_pp_060.wav,Violoncello,ordinario,7.723,D4,62,pp,0,0,1.0
61,violoncello_ord_D4_pp_061.wav,Violoncello,ordinario,9.02,D4,62,pp,0,1,2.0
62,violoncello_ord_D4_pp_062.wav,Violoncello,ordinario,7.706,D4,62,pp,0,2,3.0
63,violoncello_ord_D#4_pp_063.wav,Violoncello,ordinario,7.365,D#4,63,pp,0,0,1.0
64,violoncello_ord_D#4_pp_064.wav,Violoncello,ordinario,7.996,D#4,63,pp,0,1,2.0
65,violoncello_ord_D#4_pp_065.wav,Violoncello,ordinario,8.627,D#4,63,pp,0,2,3.0
66,violoncello_ord_E4_pp_066.wav,Violoncello,ordinario,8.033,E4,64,pp,0,0,1.0
67,violoncello_ord_E4_pp_067.wav,Violoncello,ordinario,8.63,E4,64,pp,0,1,2.0
68,violoncello_ord_E4_pp_068.wav,Violoncello,ordinario,8.72,E4,64,pp,0,2,3.0
69,violoncello_ord_F4_pp_069.wav,Violoncello,ordinario,7.943,F4,65,pp,0,0,1.0
70,violoncello_ord_F4_pp_070.wav,Violoncello,ordinario,7.403,F4,65,pp,0,1,2.0
71,violoncello_ord_F4_pp_071.wav,Violoncello,ordinario,8.163,F4,65,pp,0,2,3.0
72,violoncello_ord_F#4_pp_072.wav,Violoncello,ordinario,7.517,F#4,66,pp,0,0,1.0
73,violoncello_ord_F#4_pp_073.wav,Violoncello,ordinario,7.707,F#4,66,pp,0,1,2.0
74,violoncello_ord_G4_pp_074.wav,Violoncello,ordinario,7.866,G4,67,pp,0,0,1.0
75,violoncello_ord_G4_pp_075.wav,Violoncello,ordinario,7.447,G4,67,pp,0,1,2.0
76,violoncello_ord_G#4_pp_076.wav,Violoncello,ordinario,8.77,G#4,68,pp,0,0,1.0
77,violoncello_ord_G#4_pp_077.wav,Violoncello,ordinario,6.782,G#4,68,pp,0,1,2.0
78,violoncello_ord_A4_pp_078.wav,Violoncello,ordinario,7.764,A4,69,pp,0,0,1.0
79,violoncello_ord_A4_pp_079.wav,Violoncello,ordinario,7.44,A4,69,pp,0,1,2.0
80,violoncello_ord_A#4_pp_080.wav,Violoncello,ordinario,7.995,A#4,70,pp,0,0,1.0
81,violoncello_ord_A#4_pp_081.wav,Violoncello,ordinario,6.56,A#4,70,pp,0,1,2.0
82,violoncello_ord_B4_pp_082.wav,Violoncello,ordinario,7.985,B4,71,pp,0,0,1.0
83,violoncello_ord_B4_pp_083.wav,Violoncello,ordinario,7.797,B4,71,pp,0,1,2.0
84,violoncello_ord_C5_pp_084.wav,Violoncello,ordinario,7.78,C5,72,pp,0,0,1.0
85,violoncello_ord_C5_pp_085.wav,Violoncello,ordinario,7.172,C5,72,pp,0,1,2.0
86,violoncello_ord_C#5_pp_086.wav,Violoncello,ordinario,8.242,C#5,73,pp,0,0,1.0
87,violoncello_ord_D5_pp_087.wav,Violoncello,ordinario,7.842,D5,74,pp,0,0,1.0
88,violoncello_ord_D#5_pp_088.wav,Violoncello,ordinario,8.355,D#5,75,pp,0,0,1.0
89,violoncello_ord_E5_pp_089.wav,Violoncello,ordinario,7.139,E5,76,pp,0,0,1.0
90,violoncello_ord_F5_pp_090.wav,Violoncello,ordinario,7.697,F5,77,pp,0,0,1.0
91,violoncello_ord_F#5_pp_091.wav,Violoncello,ordinario,7.936,F#5,78,pp,0,0,1.0
92,violoncello_ord_G5_pp_092.wav,Violoncello,ordinario,7.106,G5,79,pp,0,0,1.0
93,violoncello_ord_G#5_pp_093.wav,Violoncello,ordinario,6.788,G#5,80,pp,0,0,1.0
94,violoncello_ord_A5_pp_094.wav,Violoncello,ordinario,7.385,A5,81,pp,0,0,1.0
95,violoncello_ord_A#5_pp_095.wav,Violoncello,ordinario,7.161,A#5,82,pp,0,0,1.0
96,violoncello_ord_B5_pp_096.wav,Violoncello,ordinario,7.921,B5,83,pp,0,0,1.0
97,violoncello_ord_C6_pp_097.wav,Violoncello,ordinario,6.675,C6,84,pp,0,0,1.0
98,violoncello_ord_C2_mf_098.wav,Violoncello,ordinario,8.44,C2,36,mf,2,3,4.0
99,violoncello_ord_C#2_mf_099.wav,Violoncello,ordinario,7.638,C#2,37,mf,2,3,4.0
100,violoncello_ord_D2_mf_100.wav,Violoncello,ordinario,9.278,D2,38,mf,2,3,4.0
101,violoncello_ord_D#2_mf_101.wav,Violoncello,ordinario,8.293,D#2,39,mf,2,3,4.0
102,violoncello_ord_E2_mf_102.wav,Violoncello,ordinario,7.397,E2,40,mf,2,3,4.0
103,violoncello_ord_F2_mf_103.wav,Violoncello,ordinario,7.824,F2,41,mf,2,3,4.0
104,violoncello_ord_F#2_mf_104.wav,Violoncello,ordinario,7.564,F#2,42,mf,2,3,4.0
105,violoncello_ord_G2_mf_105.wav,Violoncello,ordinario,12.113,G2,43,mf,2,2,3.0
106,violoncello_ord_G2_mf_106.wav,Violoncello,ordinario,7.528,G2,43,mf,2,3,4.0
107,violoncello_ord_G#2_mf_107.wav,Violoncello,ordinario,8.209,G#2,44,mf,2,2,3.0
108,violoncello_ord_G#2_mf_108.wav,Violoncello,ordinario,7.879,G#2,44,mf,2,3,4.0
109,violoncello_ord_A2_mf_109.wav,Violoncello,ordinario,9.008,A2,45,mf,2,2,3.0
110,violoncello_ord_A2_mf_110.wav,Violoncello,ordinario,8.388,A2,45,mf,2,3,4.0
111,violoncello_ord_A#2_mf_111.wav,Violoncello,ordinario,7.548,A#2,46,mf,2,2,3.0
112,violoncello_ord_A#2_mf_112.wav,Violoncello,ordinario,8.111,A#2,46,mf,2,3,4.0
113,violoncello_ord_B2_mf_113.wav,Violoncello,ordinario,7.917,B2,47,mf,2,2,3.0
114,violoncello_ord_B2_mf_114.wav,Violoncello,ordinario,7.045,B2,47,mf,2,3,4.0
115,violoncello_ord_C3_mf_115.wav,Violoncello,ordinario,8.978,C3,48,mf,2,2,3.0
116,violoncello_ord_C3_mf_116.wav,Violoncello,ordinario,7.469,C3,48,mf,2,3,4.0
117,violoncello_ord_C#3_mf_117.wav,Violoncello,ordinario,7.901,C#3,49,mf,2,2,3.0
118,violoncello_ord_C#3_mf_118.wav,Violoncello,ordinario,7.679,C#3,49,mf,2,3,4.0
119,violoncello_ord_D3_mf_119.wav,Violoncello,ordinario,10.061,D3,50,mf,2,1,2.0
120,violoncello_ord_D3_mf_120.wav,Violoncello,ordinario,7.374,D3,50,mf,2,2,3.0
121,violoncello_ord_D3_mf_121.wav,Violoncello,ordinario,9.615,D3,50,mf,2,3,4.0
122,violoncello_ord_D#3_mf_122.wav,Violoncello,ordinario,7.643,D#3,51,mf,2,1,2.0
123,violoncello_ord_D#3_mf_123.wav,Violoncello,ordinario,7.558,D#3,51,mf,2,2,3.0
124,violoncello_ord_D#3_mf_124.wav,Violoncello,ordinario,6.793,D#3,51,mf,2,3,4.0
125,violoncello_ord_E3_mf_125.wav,Violoncello,ordinario,7.723,E3,52,mf,2,1,2.0
126,violoncello_ord_E3_mf_126.wav,Violoncello,ordinario,7.339,E3,52,mf,2,2,3.0
127,violoncello_ord_E3_mf_127.wav,Violoncello,ordinario,7.125,E3,52,mf,2,3,4.0
128,violoncello_ord_F3_mf_128.wav,Violoncello,ordinario,7.424,F3,53,mf,2,1,2.0
129,violoncello_ord_F3_mf_129.wav,Violoncello,ordinario,7.13,F3,53,mf,2,2,3.0
130,violoncello_ord_F3_mf_130.wav,Violoncello,ordinario,6.586,F3,53,mf,2,3,4.0
131,violoncello_ord_F#3_mf_131.wav,Violoncello,ordinario,7.737,F#3,54,mf,2,1,2.0
132,violoncello_ord_F#3_mf_132.wav,Violoncello,ordinario,7.581,F#3,54,mf,2,2,3.0
133,violoncello_ord_F#3_mf_133.wav,Violoncello,ordinario,6.824,F#3,54,mf,2,3,4.0
134,violoncello_ord_G3_mf_134.wav,Violoncello,ordinario,7.435,G3,55,mf,2,1,2.0
135,violoncello_ord_G3_mf_135.wav,Violoncello,ordinario,7.871,G3,55,mf,2,2,3.0
136,violoncello_ord_G3_mf_136.wav,Violoncello,ordinario,8.35,G3,55,mf,2,3,4.0
137,violoncello_ord_G#3_mf_137.wav,Violoncello,ordinario,7.978,G#3,56,mf,2,1,2.0
138,violoncello_ord_G#3_mf_138.wav,Violoncello,ordinario,7.629,G#3,56,mf,2,2,3.0
139,violoncello_ord_G#3_mf_139.wav,Violoncello,ordinario,7.664,G#3,56,mf,2,3,4.0
140,violoncello_ord_A3_mf_140.wav,Violoncello,ordinario,9.713,A3,57,mf,2,0,1.0
141,violoncello_ord_A3_mf_141.wav,Violoncello,ordinario,7.451,A3,57,mf,2,1,2.0
142,violoncello_ord_A3_mf_142.wav,Violoncello,ordinario,10.16,A3,57,mf,2,2,3.0
143,violoncello_ord_A3_mf_143.wav,Violoncello,ordinario,7.514,A3,57,mf,2,3,4.0
144,violoncello_ord_A#3_mf_144.wav,Violoncello,ordinario,7.361,A#3,58,mf,2,0,1.0
145,violoncello_ord_A#3_mf_145.wav,Violoncello,ordinario,7.756,A#3,58,mf,2,1,2.0
146,violoncello_ord_A#3_mf_146.wav,Violoncello,ordinario,9.59,A#3,58,mf,2,2,3.0
147,violoncello_ord_A#3_mf_147.wav,Violoncello,ordinario,7.38,A#3,58,mf,2,3,4.0
148,violoncello_ord_B3_mf_148.wav,Violoncello,ordinario,7.381,B3,59,mf,2,0,1.0
149,violoncello_ord_B3_mf_149.wav,Violoncello,ordinario,7.31,B3,59,mf,2,1,2.0
150,violoncello_ord_B3_mf_150.wav,Violoncello,ordinario,8.395,B3,59,mf,2,2,3.0
151,violoncello_ord_C4_mf_151.wav,Violoncello,ordinario,8.97,C4,60,mf,2,0,1.0
152,violoncello_ord_C4_mf_152.wav,Violoncello,ordinario,7.563,C4,60,mf,2,1,2.0
153,violoncello_ord_C4_mf_153.wav,Violoncello,ordinario,8.365,C4,60,mf,2,2,3.0
154,violoncello_ord_C#4_mf_154.wav,Violoncello,ordinario,7.18,C#4,61,mf,2,0,1.0
155,violoncello_ord_C#4_mf_155.wav,Violoncello,ordinario,7.885,C#4,61,mf,2,1,2.0
156,violoncello_ord_C#4_mf_156.wav,Violoncello,ordinario,7.172,C#4,61,mf,2,2,3.0
157,violoncello_ord_D4_mf_157.wav,Violoncello,ordinario,7.746,D4,62,mf,2,0,1.0
158,violoncello_ord_D4_mf_158.wav,Violoncello,ordinario,8.985,D4,62,mf,2,1,2.0
159,violoncello_ord_D4_mf_159.wav,Violoncello,ordinario,8.241,D4,62,mf,2,2,3.0
160,violoncello_ord_D#4_mf_160.wav,Violoncello,ordinario,7.827,D#4,63,mf,2,0,1.0
161,violoncello_ord_D#4_mf_161.wav,Violoncello,ordinario,8.098,D#4,63,mf,2,1,2.0
162,violoncello_ord_D#4_mf_162.wav,Violoncello,ordinario,7.061,D#4,63,mf,2,2,3.0
163,violoncello_ord_E4_mf_163.wav,Violoncello,ordinario,8.028,E4,64,mf,2,0,1.0
164,violoncello_ord_E4_mf_164.wav,Violoncello,ordinario,8.596,E4,64,mf,2,1,2.0
165,violoncello_ord_E4_mf_165.wav,Violoncello,ordinario,7.212,E4,64,mf,2,2,3.0
166,violoncello_ord_F4_mf_166.wav,Violoncello,ordinario,7.284,F4,65,mf,2,0,1.0
167,violoncello_ord_F4_mf_167.wav,Violoncello,ordinario,7.102,F4,65,mf,2,1,2.0
168,violoncello_ord_F4_mf_168.wav,Violoncello,ordinario,6.943,F4,65,mf,2,2,3.0
169,violoncello_ord_F#4_mf_169.wav,Violoncello,ordinario,7.071,F#4,66,mf,2,0,1.0
170,violoncello_ord_F#4_mf_170.wav,Violoncello,ordinario,6.571,F#4,66,mf,2,1,2.0
171,violoncello_ord_G4_mf_171.wav,Violoncello,ordinario,8.321,G4,67,mf,2,0,1.0
172,violoncello_ord_G4_mf_172.wav,Violoncello,ordinario,6.724,G4,67,mf,2,1,2.0
173,violoncello_ord_G#4_mf_173.wav,Violoncello,ordinario,8.189,G#4,68,mf,2,0,1.0
174,violoncello_ord_G#4_mf_174.wav,Violoncello,ordinario,7.508,G#4,68,mf,2,1,2.0
175,violoncello_ord_A4_mf_175.wav,Violoncello,ordinario,7.562,A4,69,mf,2,0,1.0
176,violoncello_ord_A4_mf_176.wav,Violoncello,ordinario,8.528,A4,69,mf,2,1,2.0
177,violoncello_ord_A#4_mf_177.wav,Violoncello,ordinario,6.706,A#4,70,mf,2,0,1.0
178,violoncello_ord_A#4_mf_178.wav,Violoncello,ordinario,7.101,A#4,70,mf,2,1,2.0
179,violoncello_ord_B4_mf_179.wav,Violoncello,ordinario,6.926,B4,71,mf,2,0,1.0
180,violoncello_ord_B4_mf_180.wav,Violoncello,ordinario,7.929,B4,71,mf,2,1,2.0
181,violoncello_ord_C5_mf_181.wav,Violoncello,ordinario,6.984,C5,72,mf,2,0,1.0
182,violoncello_ord_C5_mf_182.wav,Violoncello,ordinario,7.389,C5,72,mf,2,1,2.0
183,violoncello_ord_C#5_mf_183.wav,Violoncello,ordinario,7.53,C#5,73,mf,2,0,1.0
184,violoncello_ord_D5_mf_184.wav,Violoncello,ordinario,8.697,D5,74,mf,2,0,1.0
185,violoncello_ord_D#5_mf_185.wav,Violoncello,ordinario,7.163,D#5,75,mf,2,0,1.0
186,violoncello_ord_E5_mf_186.wav,Violoncello,ordinario,7.537,E5,76,mf,2,0,1.0
187,violoncello_ord_F5_mf_187.wav,Violoncello,ordinario,7.223,F5,77,mf,2,0,1.0
188,violoncello_ord_F#5_mf_188.wav,Violoncello,ordinario,6.632,F#5,78,mf,2,0,1.0
189,violoncello_ord_G5_mf_189.wav,Violoncello,ordinario,7.251,G5,79,mf,2,0,1.0
190,violoncello_ord_G#5_mf_190.wav,Violoncello,ordinario,6.474,G#5,80,mf,2,0,1.0
191,violoncello_ord_A5_mf_191.wav,Violoncello,ordinario,6.697,A5,81,mf,2,0,1.0
192,violoncello_ord_A#5_mf_192.wav,Violoncello,ordinario,6.665,A#5,82,mf,2,0,1.0
193,violoncello_ord_B5_mf_193.wav,Violoncello,ordinario,6.963,B5,83,mf,2,0,1.0
194,violoncello_ord_C6_mf_194.wav,Violoncello,ordinario,6.418,C6,84,mf,2,0,1.0
195,violoncello_ord_C2_ff_195.wav,Violoncello,ordinario,8.159,C2,36,ff,4,3,4.0
196,violoncello_ord_C#2_ff_196.wav,Violoncello,ordinario,7.792,C#2,37,ff,4,3,4.0
197,violoncello_ord_D2_ff_197.wav,Violoncello,ordinario,9.661,D2,38,ff,4,3,4.0
198,violoncello_ord_D#2_ff_198.wav,Violoncello,ordinario,7.963,D#2,39,ff,4,3,4.0
199,violoncello_ord_E2_ff_199.wav,Violoncello,ordinario,7.268,E2,40,ff,4,3,4.0
200,violoncello_ord_F2_ff_200.wav,Violoncello,ordinario,7.446,F2,41,ff,4,3,4.0
201,violoncello_ord_F#2_ff_201.wav,Violoncello,ordinario,7.342,F#2,42,ff,4,3,4.0
202,violoncello_ord_G2_ff_202.wav,Violoncello,ordinario,12.041,G2,43,ff,4,2,3.0
203,violoncello_ord_G2_ff_203.wav,Violoncello,ordinario,7.706,G2,43,ff,4,3,4.0
204,violoncello_ord_G#2_ff_204.wav,Violoncello,ordinario,7.56,G#2,44,ff,4,2,3.0
205,violoncello_ord_G#2_ff_205.wav,Violoncello,ordinario,8.159,G#2,44,ff,4,3,4.0
206,violoncello_ord_A2_ff_206.wav,Violoncello,ordinario,8.628,A2,45,ff,4,2,3.0
207,violoncello_ord_A2_ff_207.wav,Violoncello,ordinario,8.57,A2,45,ff,4,3,4.0
208,violoncello_ord_A#2_ff_208.wav,Violoncello,ordinario,7.641,A#2,46,ff,4,2,3.0
209,violoncello_ord_A#2_ff_209.wav,Violoncello,ordinario,8.036,A#2,46,ff,4,3,4.0
210,violoncello_ord_B2_ff_210.wav,Violoncello,ordinario,7.352,B2,47,ff,4,2,3.0
211,violoncello_ord_B2_ff_211.wav,Violoncello,ordinario,6.893,B2,47,ff,4,3,4.0
212,violoncello_ord_C3_ff_212.wav,Violoncello,ordinario,7.999,C3,48,ff,4,2,3.0
213,violoncello_ord_C3_ff_213.wav,Violoncello,ordinario,7.26,C3,48,ff,4,3,4.0
214,violoncello_ord_C#3_ff_214.wav,Violoncello,ordinario,7.726,C#3,49,ff,4,2,3.0
215,violoncello_ord_C#3_ff_215.wav,Violoncello,ordinario,7.114,C#3,49,ff,4,3,4.0
216,violoncello_ord_D3_ff_216.wav,Violoncello,ordinario,11.257,D3,50,ff,4,1,2.0
217,violoncello_ord_D3_ff_217.wav,Violoncello,ordinario,7.033,D3,50,ff,4,2,3.0
218,violoncello_ord_D3_ff_218.wav,Violoncello,ordinario,8.839,D3,50,ff,4,3,4.0
219,violoncello_ord_D#3_ff_219.wav,Violoncello,ordinario,8.365,D#3,51,ff,4,1,2.0
220,violoncello_ord_D#3_ff_220.wav,Violoncello,ordinario,7.129,D#3,51,ff,4,2,3.0
221,violoncello_ord_D#3_ff_221.wav,Violoncello,ordinario,5.713,D#3,51,ff,4,3,4.0
222,violoncello_ord_E3_ff_222.wav,Violoncello,ordinario,7.885,E3,52,ff,4,1,2.0
223,violoncello_ord_E3_ff_223.wav,Violoncello,ordinario,7.381,E3,52,ff,4,2,3.0
224,violoncello_ord_E3_ff_224.wav,Violoncello,ordinario,7.217,E3,52,ff,4,3,4.0
225,violoncello_ord_F3_ff_225.wav,Violoncello,ordinario,7.77,F3,53,ff,4,1,2.0
226,violoncello_ord_F3_ff_226.wav,Violoncello,ordinario,6.655,F3,53,ff,4,2,3.0
227,violoncello_ord_F3_ff_227.wav,Violoncello,ordinario,5.854,F3,53,ff,4,3,4.0
228,violoncello_ord_F#3_ff_228.wav,Violoncello,ordinario,7.458,F#3,54,ff,4,1,2.0
229,violoncello_ord_F#3_ff_229.wav,Violoncello,ordinario,7.066,F#3,54,ff,4,2,3.0
230,violoncello_ord_F#3_ff_230.wav,Violoncello,ordinario,6.376,F#3,54,ff,4,3,4.0
231,violoncello_ord_G3_ff_231.wav,Violoncello,ordinario,8.989,G3,55,ff,4,1,2.0
232,violoncello_ord_G3_ff_232.wav,Violoncello,ordinario,7.509,G3,55,ff,4,2,3.0
233,violoncello_ord_G3_ff_233.wav,Violoncello,ordinario,7.814,G3,55,ff,4,3,4.0
234,violoncello_ord_G#3_ff_234.wav,Violoncello,ordinario,7.418,G#3,56,ff,4,1,2.0
235,violoncello_ord_G#3_ff_235.wav,Violoncello,ordinario,7.462,G#3,56,ff,4,2,3.0
236,violoncello_ord_G#3_ff_236.wav,Violoncello,ordinario,7.08,G#3,56,ff,4,3,4.0
237,violoncello_ord_A3_ff_237.wav,Violoncello,ordinario,9.882,A3,57,ff,4,0,1.0
238,violoncello_ord_A3_ff_238.wav,Violoncello,ordinario,7.676,A3,57,ff,4,1,2.0
239,violoncello_ord_A3_ff_239.wav,Violoncello,ordinario,9.308,A3,57,ff,4,2,3.0
240,violoncello_ord_A3_ff_240.wav,Violoncello,ordinario,6.821,A3,57,ff,4,3,4.0
241,violoncello_ord_A#3_ff_241.wav,Violoncello,ordinario,7.477,A#3,58,ff,4,0,1.0
242,violoncello_ord_A#3_ff_242.wav,Violoncello,ordinario,8.025,A#3,58,ff,4,1,2.0
243,violoncello_ord_A#3_ff_243.wav,Violoncello,ordinario,6.753,A#3,58,ff,4,2,3.0
244,violoncello_ord_A#3_ff_244.wav,Violoncello,ordinario,7.601,A#3,58,ff,4,3,4.0
245,violoncello_ord_B3_ff_245.wav,Violoncello,ordinario,7.523,B3,59,ff,4,0,1.0
246,violoncello_ord_B3_ff_246.wav,Violoncello,ordinario,7.126,B3,59,ff,4,1,2.0
247,violoncello_ord_B3_ff_247.wav,Violoncello,ordinario,7.114,B3,59,ff,4,2,3.0
248,violoncello_ord_C4_ff_248.wav,Violoncello,ordinario,10.231,C4,60,ff,4,0,1.0
249,violoncello_ord_C4_ff_249.wav,Violoncello,ordinario,7.341,C4,60,ff,4,1,2.0
250,violoncello_ord_C4_ff_250.wav,Violoncello,ordinario,7.198,C4,60,ff,4,2,3.0
251,violoncello_ord_C#4_ff_251.wav,Violoncello,ordinario,7.234,C#4,61,ff,4,0,1.0
252,violoncello_ord_C#4_ff_252.wav,Violoncello,ordinario,6.893,C#4,61,ff,4,1,2.0
253,violoncello_ord_C#4_ff_253.wav,Violoncello,ordinario,7.337,C#4,61,ff,4,2,3.0
254,violoncello_ord_D4_ff_254.wav,Violoncello,ordinario,7.908,D4,62,ff,4,0,1.0
255,violoncello_ord_D4_ff_255.wav,Violoncello,ordinario,9.538,D4,62,ff,4,1,2.0
256,violoncello_ord_D4_ff_256.wav,Violoncello,ordinario,7.893,D4,62,ff,4,2,3.0
257,violoncello_ord_D#4_ff_257.wav,Violoncello,ordinario,7.082,D#4,63,ff,4,0,1.0
258,violoncello_ord_D#4_ff_258.wav,Violoncello,ordinario,7.549,D#4,63,ff,4,1,2.0
259,violoncello_ord_D#4_ff_259.wav,Violoncello,ordinario,7.015,D#4,63,ff,4,2,3.0
260,violoncello_ord_E4_ff_260.wav,Violoncello,ordinario,6.871,E4,64,ff,4,0,1.0
261,violoncello_ord_E4_ff_261.wav,Violoncello,ordinario,6.97,E4,64,ff,4,1,2.0
262,violoncello_ord_E4_ff_262.wav,Violoncello,ordinario,6.544,E4,64,ff,4,2,3.0
263,violoncello_ord_F4_ff_263.wav,Violoncello,ordinario,7.08,F4,65,ff,4,0,1.0
